Health District,Lab Report Date,Number of PCR Testing Encounters,Number of Positive PCR Testing Encounters,Percentage of +ve PCR tests,Percentage of total tests given were PCR tests,Total Number of Positive Testing Encounters,Total Number of Testing Encounters
Rappahannock,8/21/2020,539,33,6.122448980,95.398230088,34,565
Rappahannock Rapidan,8/21/2020,346,7,2.023121387,93.261455526,16,371
Richmond,8/21/2020,1128,34,3.014184397,98.687664042,34,1143
Roanoke,8/21/2020,513,33,6.432748538,97.714285714,33,525
Southside,8/21/2020,107,6,5.607476636,99.074074074,6,108
Thomas Jefferson,8/21/2020,481,26,5.405405405,93.036750484,27,517
Three Rivers,8/21/2020,171,11,6.432748538,90.476190476,11,189
Unknown,8/21/2020,29,5,17.241379310,100,5,29
Virginia Beach,8/21/2020,787,39,4.955527319,96.564417178,40,815
West Piedmont,8/21/2020,133,20,15.037593985,93.661971831,23,142
Western Tidewater,8/21/2020,261,39,14.942528736,97.026022305,41,269
Alexandria,8/22/2020,309,11,3.559870550,90.087463557,13,343
Alleghany,8/22/2020,176,19,10.795454545,91.666666667,19,192
Arlington,8/22/2020,442,21,4.751131222,95.053763441,22,465
Central Shenandoah,8/22/2020,580,16,2.758620690,98.471986418,17,589
Central Virginia,8/22/2020,452,48,10.619469027,98.260869565,48,460
Chesapeake,8/22/2020,431,53,12.296983759,95.143487859,55,453
Chesterfield,8/22/2020,512,44,8.59375,91.921005386,53,557
Chickahominy,8/22/2020,265,10,3.773584906,96.363636364,12,275
Crater,8/22/2020,289,30,10.380622837,94.136807818,34,307
Cumberland Plateau,8/22/2020,37,3,8.108108108,92.5,3,40
Eastern Shore,8/22/2020,54,0,0,98.181818182,0,55
Fairfax,8/22/2020,1995,84,4.210526316,91.597796143,93,2178
Hampton,8/22/2020,194,21,10.824742268,97,23,200
Henrico,8/22/2020,691,40,5.788712012,97.736916549,42,707
Lenowisco,8/22/2020,164,10,6.097560976,96.470588235,11,170
Lord Fairfax,8/22/2020,519,11,2.119460501,97.740112994,11,531
Loudoun,8/22/2020,593,35,5.902192243,90.811638591,41,653
Mount Rogers,8/22/2020,241,17,7.053941909,96.787148594,19,249
New River,8/22/2020,1389,50,3.599712023,99.072753210,50,1402
Norfolk,8/22/2020,563,46,8.170515098,97.913043478,48,575
Out of State,8/22/2020,575,14,2.434782609,99.653379549,14,577
Peninsula,8/22/2020,501,53,10.578842315,97.470817121,53,514
Piedmont,8/22/2020,165,14,8.484848485,97.633136095,14,169
Pittsylvania-Danville,8/22/2020,162,21,12.962962963,98.181818182,21,165
Portsmouth,8/22/2020,198,31,15.656565657,99,32,200
Prince William,8/22/2020,680,53,7.794117647,92.769440655,65,733
Rappahannock,8/22/2020,414,35,8.454106280,93.033707865,43,445
Rappahannock Rapidan,8/22/2020,174,8,4.597701149,91.578947368,14,190
Richmond,8/22/2020,836,29,3.468899522,98.584905660,35,848
Roanoke,8/22/2020,773,18,2.328589909,98.096446701,18,788
Southside,8/22/2020,152,12,7.894736842,96.815286624,12,157
Thomas Jefferson,8/22/2020,398,17,4.271356784,98.029556650,17,406
Three Rivers,8/22/2020,162,9,5.555555556,89.502762431,13,181
Unknown,8/22/2020,32,3,9.375,96.969696970,3,33
Virginia Beach,8/22/2020,1026,54,5.263157895,96.338028169,56,1065
West Piedmont,8/22/2020,207,18,8.695652174,96.728971963,18,214
Western Tidewater,8/22/2020,290,35,12.068965517,98.639455782,36,294
Alexandria,8/23/2020,239,16,6.694560669,93.359375,19,256
Alleghany,8/23/2020,120,14,11.666666667,93.75,14,128
Arlington,8/23/2020,432,13,3.009259259,94.117647059,17,459
Central Shenandoah,8/23/2020,440,21,4.772727273,99.099099099,22,444
Central Virginia,8/23/2020,441,44,9.977324263,99.101123596,44,445
Chesapeake,8/23/2020,383,46,12.010443864,96.231155779,49,398
Chesterfield,8/23/2020,370,21,5.675675676,92.269326683,24,401
Chickahominy,8/23/2020,152,8,5.263157895,95.597484277,8,159
Crater,8/23/2020,268,28,10.447761194,98.529411765,29,272
Cumberland Plateau,8/23/2020,70,4,5.714285714,95.890410959,4,73
Eastern Shore,8/23/2020,49,1,2.040816327,98,1,50
Fairfax,8/23/2020,1495,94,6.287625418,92.972636816,105,1608
Hampton,8/23/2020,115,9,7.826086957,97.457627119,9,118
Henrico,8/23/2020,494,86,17.408906883,95.366795367,92,518
Lenowisco,8/23/2020,145,9,6.206896552,97.972972973,10,148
Lord Fairfax,8/23/2020,398,12,3.015075377,98.759305211,12,403
Loudoun,8/23/2020,539,30,5.565862709,93.252595156,33,578
Mount Rogers,8/23/2020,310,32,10.322580645,98.101265823,32,316
New River,8/23/2020,952,25,2.626050420,99.373695198,25,958
Norfolk,8/23/2020,488,33,6.762295082,98.387096774,34,496
Out of State,8/23/2020,381,29,7.611548556,98.704663212,30,386
Peninsula,8/23/2020,421,32,7.600950119,95.681818182,33,440
Piedmont,8/23/2020,123,7,5.691056911,99.193548387,7,124
Pittsylvania-Danville,8/23/2020,125,20,16,99.206349206,20,126
Portsmouth,8/23/2020,158,16,10.126582278,99.371069182,16,159
Prince William,8/23/2020,668,62,9.281437126,95.977011494,63,696
Rappahannock,8/23/2020,306,38,12.418300654,94.736842105,38,323
Rappahannock Rapidan,8/23/2020,138,9,6.521739130,88.461538462,14,156
Richmond,8/23/2020,543,10,1.841620626,98.191681736,11,553
Roanoke,8/23/2020,550,72,13.090909091,98.920863309,72,556
Southside,8/23/2020,83,9,10.843373494,100,9,83
Thomas Jefferson,8/23/2020,306,16,5.228758170,98.392282958,16,311
Three Rivers,8/23/2020,127,12,9.448818898,95.488721805,12,133
Unknown,8/23/2020,49,4,8.163265306,100,4,49
Virginia Beach,8/23/2020,736,38,5.163043478,97.225891678,40,757
West Piedmont,8/23/2020,129,13,10.077519380,98.473282443,14,131
Western Tidewater,8/23/2020,268,28,10.447761194,97.810218978,28,274
Alexandria,8/24/2020,192,10,5.208333333,95.522388060,11,201
Alleghany,8/24/2020,71,9,12.676056338,85.542168675,10,83
Arlington,8/24/2020,292,13,4.452054795,95.114006515,15,307
Central Shenandoah,8/24/2020,176,22,12.5,97.237569061,22,181
Central Virginia,8/24/2020,173,21,12.138728324,94.535519126,21,183
Chesapeake,8/24/2020,235,37,15.744680851,99.576271186,37,236
Chesterfield,8/24/2020,444,28,6.306306306,93.277310924,32,476
Chickahominy,8/24/2020,150,17,11.333333333,98.684210526,17,152
Crater,8/24/2020,195,20,10.256410256,98.984771574,21,197
Cumberland Plateau,8/24/2020,29,0,0,100,0,29
Eastern Shore,8/24/2020,90,0,0,98.901098901,1,91
Fairfax,8/24/2020,1511,102,6.750496360,93.329215565,117,1619
Hampton,8/24/2020,100,10,10,98.039215686,10,102
Henrico,8/24/2020,593,70,11.804384486,98.341625207,72,603
Lenowisco,8/24/2020,57,5,8.771929825,89.0625,10,64
Lord Fairfax,8/24/2020,205,12,5.853658537,97.619047619,12,210
Loudoun,8/24/2020,396,34,8.585858586,93.176470588,37,425
Mount Rogers,8/24/2020,106,16,15.094339623,93.805309735,23,113
New River,8/24/2020,546,8,1.465201465,97.153024911,10,562
Norfolk,8/24/2020,321,48,14.953271028,99.689440994,48,322
Out of State,8/24/2020,455,19,4.175824176,97.639484979,20,466
Peninsula,8/24/2020,258,31,12.015503876,99.613899614,31,259
Piedmont,8/24/2020,58,4,6.896551724,93.548387097,5,62
Pittsylvania-Danville,8/24/2020,62,11,17.741935484,93.939393939,11,66
Portsmouth,8/24/2020,114,11,9.649122807,100,11,114
Prince William,8/24/2020,645,60,9.302325581,94.852941176,64,680
Rappahannock,8/24/2020,271,26,9.594095941,97.482014388,28,278
Rappahannock Rapidan,8/24/2020,170,13,7.647058824,92.391304348,21,184
Richmond,8/24/2020,343,27,7.871720117,98.847262248,28,347
Roanoke,8/24/2020,630,49,7.777777778,98.283931357,49,641
Southside,8/24/2020,73,10,13.698630137,98.648648649,10,74
Thomas Jefferson,8/24/2020,319,15,4.702194357,95.223880597,15,335
Three Rivers,8/24/2020,107,4,3.738317757,97.272727273,4,110
Unknown,8/24/2020,34,1,2.941176471,97.142857143,1,35
Virginia Beach,8/24/2020,568,40,7.042253521,98.954703833,40,574
West Piedmont,8/24/2020,53,14,26.415094340,88.333333333,14,60
Western Tidewater,8/24/2020,228,38,16.666666667,100,38,228
Alexandria,8/25/2020,195,10,5.128205128,91.121495327,14,214
Alleghany,8/25/2020,140,8,5.714285714,88.607594937,9,158
Arlington,8/25/2020,347,21,6.051873199,93.029490617,23,373
Central Shenandoah,8/25/2020,230,10,4.347826087,99.137931034,11,232
Central Virginia,8/25/2020,284,27,9.507042254,98.611111111,27,288
Chesapeake,8/25/2020,269,29,10.780669145,98.175182482,31,274
Chesterfield,8/25/2020,526,30,5.703422053,96.691176471,34,544
Chickahominy,8/25/2020,170,12,7.058823529,93.922651934,16,181
Crater,8/25/2020,291,56,19.243986254,100,56,291
Cumberland Plateau,8/25/2020,52,2,3.846153846,96.296296296,3,54
Eastern Shore,8/25/2020,112,3,2.678571429,99.115044248,4,113
Fairfax,8/25/2020,1522,83,5.453350854,92.354368932,96,1648
Hampton,8/25/2020,125,16,12.8,96.153846154,16,130
Henrico,8/25/2020,670,63,9.402985075,97.525473071,68,687
Lenowisco,8/25/2020,56,7,12.5,86.153846154,12,65
Lord Fairfax,8/25/2020,283,6,2.120141343,96.917808219,7,292
Loudoun,8/25/2020,550,25,4.545454545,92.592592593,29,594
Mount Rogers,8/25/2020,128,8,6.25,90.140845070,20,142
New River,8/25/2020,513,27,5.263157895,96.792452830,27,530
Norfolk,8/25/2020,385,25,6.493506494,99.226804124,25,388
Out of State,8/25/2020,653,31,4.747320061,99.847094801,31,654
Peninsula,8/25/2020,294,36,12.244897959,98.657718121,36,298
Piedmont,8/25/2020,98,9,9.183673469,100,9,98
Pittsylvania-Danville,8/25/2020,175,35,20,96.153846154,35,182
Portsmouth,8/25/2020,134,15,11.194029851,99.259259259,16,135
Prince William,8/25/2020,753,70,9.296148738,94.242803504,76,799
Rappahannock,8/25/2020,388,34,8.762886598,97.979797980,34,396
Rappahannock Rapidan,8/25/2020,128,15,11.71875,92.753623188,17,138
Richmond,8/25/2020,434,30,6.912442396,98.190045249,30,442
Roanoke,8/25/2020,546,29,5.311355311,98.378378378,30,555
Southside,8/25/2020,114,8,7.017543860,100,8,114
Thomas Jefferson,8/25/2020,433,34,7.852193995,98.185941043,34,441
Three Rivers,8/25/2020,146,10,6.849315068,99.319727891,10,147
Unknown,8/25/2020,23,2,8.695652174,85.185185185,6,27
Virginia Beach,8/25/2020,572,34,5.944055944,97.278911565,36,588
West Piedmont,8/25/2020,89,22,24.719101124,86.407766990,26,103
Western Tidewater,8/25/2020,228,39,17.105263158,99.563318777,39,229
Alexandria,8/26/2020,391,14,3.580562660,95.133819951,14,411
Alleghany,8/26/2020,217,18,8.294930876,92.735042735,19,234
Arlington,8/26/2020,485,31,6.391752577,92.380952381,38,525
Central Shenandoah,8/26/2020,329,36,10.942249240,94.269340974,39,349
Central Virginia,8/26/2020,552,70,12.681159420,98.046181172,72,563
Chesapeake,8/26/2020,465,52,11.182795699,97.894736842,55,475
Chesterfield,8/26/2020,701,38,5.420827389,91.753926702,44,764
Chickahominy,8/26/2020,240,10,4.166666667,90.225563910,14,266
Crater,8/26/2020,389,48,12.339331620,98.481012658,48,395
Cumberland Plateau,8/26/2020,65,4,6.153846154,98.484848485,4,66
Eastern Shore,8/26/2020,110,1,0.909090909,100,1,110
Fairfax,8/26/2020,2383,142,5.958875367,90.436432638,164,2635
Hampton,8/26/2020,183,20,10.928961749,96.825396825,21,189
Henrico,8/26/2020,835,43,5.149700599,93.400447427,48,894
Lenowisco,8/26/2020,162,7,4.320987654,97.590361446,10,166
Lord Fairfax,8/26/2020,390,12,3.076923077,97.5,14,400
Loudoun,8/26/2020,701,50,7.132667618,91.514360313,60,766
Mount Rogers,8/26/2020,241,41,17.012448133,91.287878788,51,264
New River,8/26/2020,582,81,13.917525773,95.566502463,83,609
Norfolk,8/26/2020,511,55,10.763209393,98.080614203,56,521
Out of State,8/26/2020,640,27,4.21875,97.412480974,30,657
Peninsula,8/26/2020,550,65,11.818181818,97.001763668,65,567
Piedmont,8/26/2020,136,10,7.352941176,94.444444444,10,144
Pittsylvania-Danville,8/26/2020,260,27,10.384615385,98.859315589,27,263
Portsmouth,8/26/2020,386,40,10.362694301,100,40,386
Prince William,8/26/2020,973,97,9.969167523,93.918918919,103,1036
Rappahannock,8/26/2020,560,44,7.857142857,94.754653130,46,591
Rappahannock Rapidan,8/26/2020,261,24,9.195402299,92.226148410,30,283
Richmond,8/26/2020,677,30,4.431314623,94.950911641,33,713
Roanoke,8/26/2020,663,47,7.088989442,97.932053176,47,677
Southside,8/26/2020,168,17,10.119047619,97.109826590,17,173
Thomas Jefferson,8/26/2020,695,40,5.755395683,96.527777778,42,720
Three Rivers,8/26/2020,234,11,4.700854701,95.121951220,13,246
Unknown,8/26/2020,35,3,8.571428571,100,3,35
Virginia Beach,8/26/2020,820,38,4.634146341,95.348837209,43,860
West Piedmont,8/26/2020,141,18,12.765957447,93.377483444,18,151
Western Tidewater,8/26/2020,408,54,13.235294118,97.607655502,55,418
Alexandria,8/27/2020,319,15,4.702194357,92.196531792,19,346
Alleghany,8/27/2020,153,9,5.882352941,91.616766467,10,167
Arlington,8/27/2020,425,28,6.588235294,92.190889371,31,461
Central Shenandoah,8/27/2020,294,59,20.068027211,96.710526316,61,304
Central Virginia,8/27/2020,870,70,8.045977011,98.194130926,70,886
Chesapeake,8/27/2020,339,52,15.339233038,94.428969359,54,359
Chesterfield,8/27/2020,624,48,7.692307692,86.426592798,59,722
Chickahominy,8/27/2020,198,13,6.565656566,79.2,15,250
Crater,8/27/2020,273,35,12.820512821,92.229729730,36,296
Cumberland Plateau,8/27/2020,64,2,3.125,91.428571429,2,70
Eastern Shore,8/27/2020,86,3,3.488372093,97.727272727,3,88
Fairfax,8/27/2020,1703,91,5.343511450,89.022477784,104,1913
Hampton,8/27/2020,151,15,9.933774834,96.794871795,16,156
Henrico,8/27/2020,765,55,7.189542484,84.811529933,62,902
Lenowisco,8/27/2020,181,8,4.419889503,94.764397906,11,191
Lord Fairfax,8/27/2020,278,9,3.237410072,97.202797203,10,286
Loudoun,8/27/2020,672,51,7.589285714,90.688259109,55,741
Mount Rogers,8/27/2020,247,34,13.765182186,93.207547170,45,265
New River,8/27/2020,400,94,23.5,95.465393795,94,419
Norfolk,8/27/2020,509,28,5.500982318,97.509578544,31,522
Out of State,8/27/2020,353,25,7.082152975,97.245179063,26,363
Peninsula,8/27/2020,577,76,13.171577123,97.466216216,78,592
Piedmont,8/27/2020,143,13,9.090909091,94.701986755,13,151
Pittsylvania-Danville,8/27/2020,233,36,15.450643777,98.312236287,37,237
Portsmouth,8/27/2020,219,29,13.242009132,99.545454545,30,220
Prince William,8/27/2020,712,71,9.971910112,91.752577320,81,776
Rappahannock,8/27/2020,465,42,9.032258065,94.512195122,43,492
Rappahannock Rapidan,8/27/2020,179,12,6.703910615,89.5,18,200
Richmond,8/27/2020,504,26,5.158730159,86.301369863,30,584
Roanoke,8/27/2020,158,7,4.430379747,87.777777778,7,180
Southside,8/27/2020,112,14,12.5,97.391304348,14,115
Thomas Jefferson,8/27/2020,454,39,8.590308370,95.578947368,41,475
Three Rivers,8/27/2020,183,7,3.825136612,95.3125,10,192
Unknown,8/27/2020,58,2,3.448275862,100,2,58
Virginia Beach,8/27/2020,665,48,7.218045113,96.098265896,50,692
West Piedmont,8/27/2020,143,18,12.587412587,95.333333333,20,150
Western Tidewater,8/27/2020,539,136,25.231910946,99.080882353,136,544
Alexandria,8/28/2020,340,13,3.823529412,94.444444444,15,360
Alleghany,8/28/2020,155,13,8.387096774,92.261904762,14,168
Arlington,8/28/2020,462,23,4.978354978,89.534883721,24,516
Central Shenandoah,8/28/2020,312,49,15.705128205,97.805642633,50,319
Central Virginia,8/28/2020,655,17,2.595419847,98.793363499,17,663
Chesapeake,8/28/2020,370,30,8.108108108,97.883597884,32,378
Chesterfield,8/28/2020,578,64,11.072664360,92.185007974,69,627
Chickahominy,8/28/2020,196,23,11.734693878,89.908256881,24,218
Crater,8/28/2020,282,36,12.765957447,95.593220339,37,295
Cumberland Plateau,8/28/2020,80,8,10,90.909090909,9,88
Eastern Shore,8/28/2020,83,0,0,100,0,83
Fairfax,8/28/2020,1806,127,7.032115172,89.985052317,142,2007
Hampton,8/28/2020,137,14,10.218978102,94.482758621,14,145
Henrico,8/28/2020,741,48,6.477732794,92.857142857,53,798
Lenowisco,8/28/2020,254,21,8.267716535,96.946564885,26,262
Lord Fairfax,8/28/2020,516,22,4.263565891,97.358490566,22,530
Loudoun,8/28/2020,592,53,8.952702703,90.797546012,55,652
Mount Rogers,8/28/2020,502,85,16.932270916,95.075757576,104,528
New River,8/28/2020,662,135,20.392749245,95.942028986,137,690
Norfolk,8/28/2020,670,47,7.014925373,98.966026588,47,677
Out of State,8/28/2020,544,31,5.698529412,98.550724638,31,552
Peninsula,8/28/2020,459,75,16.339869281,98.497854077,76,466
Piedmont,8/28/2020,203,11,5.418719212,97.596153846,12,208
Pittsylvania-Danville,8/28/2020,149,22,14.765100671,95.512820513,24,156
Portsmouth,8/28/2020,162,15,9.259259259,99.386503067,16,163
Prince William,8/28/2020,861,88,10.220673635,93.893129771,94,917
Rappahannock,8/28/2020,592,37,6.25,96.890343699,39,611
Rappahannock Rapidan,8/28/2020,225,11,4.888888889,91.093117409,20,247
Richmond,8/28/2020,409,31,7.579462103,93.592677346,35,437
Roanoke,8/28/2020,392,32,8.163265306,96.078431373,33,408
Southside,8/28/2020,118,11,9.322033898,96.721311475,11,122
Thomas Jefferson,8/28/2020,605,53,8.760330579,96.645367412,59,626
Three Rivers,8/28/2020,235,11,4.680851064,95.918367347,13,245
Unknown,8/28/2020,39,4,10.256410256,97.5,4,40
Virginia Beach,8/28/2020,708,40,5.649717514,96.326530612,43,735
West Piedmont,8/28/2020,152,31,20.394736842,95,33,160
Western Tidewater,8/28/2020,294,40,13.605442177,97.674418605,40,301
Alexandria,8/29/2020,175,6,3.428571429,88.832487310,7,197
Alleghany,8/29/2020,139,13,9.352517986,92.052980132,13,151
Arlington,8/29/2020,464,27,5.818965517,91.338582677,30,508
Central Shenandoah,8/29/2020,357,41,11.484593838,97.808219178,42,365
Central Virginia,8/29/2020,674,42,6.231454006,99.117647059,43,680
Chesapeake,8/29/2020,364,23,6.318681319,95.287958115,29,382
Chesterfield,8/29/2020,451,29,6.430155211,90.2,36,500
Chickahominy,8/29/2020,180,13,7.222222222,85.714285714,14,210
Crater,8/29/2020,226,23,10.176991150,96.170212766,23,235
Cumberland Plateau,8/29/2020,94,6,6.382978723,94,8,100
Eastern Shore,8/29/2020,53,0,0,98.148148148,0,54
Fairfax,8/29/2020,1754,93,5.302166477,90.087313816,107,1947
Hampton,8/29/2020,146,11,7.534246575,97.333333333,12,150
Henrico,8/29/2020,738,45,6.097560976,95.225806452,50,775
Lenowisco,8/29/2020,77,8,10.389610390,89.534883721,11,86
Lord Fairfax,8/29/2020,441,13,2.947845805,98.657718121,13,447
Loudoun,8/29/2020,563,39,6.927175844,91.693811075,45,614
Mount Rogers,8/29/2020,158,20,12.658227848,95.757575758,23,165
New River,8/29/2020,174,10,5.747126437,90.625,12,192
Norfolk,8/29/2020,479,35,7.306889353,98.155737705,38,488
Out of State,8/29/2020,525,22,4.190476190,99.243856333,22,529
Peninsula,8/29/2020,426,28,6.572769953,95.945945946,29,444
Piedmont,8/29/2020,135,9,6.666666667,97.826086957,9,138
Pittsylvania-Danville,8/29/2020,149,19,12.751677852,99.333333333,19,150
Portsmouth,8/29/2020,185,15,8.108108108,98.404255319,15,188
Prince William,8/29/2020,727,55,7.565337001,94.415584416,59,770
Rappahannock,8/29/2020,303,19,6.270627063,92.378048780,22,328
Rappahannock Rapidan,8/29/2020,173,11,6.358381503,90.575916230,13,191
Richmond,8/29/2020,353,14,3.966005666,92.650918635,16,381
Roanoke,8/29/2020,889,39,4.386951631,98.997772829,39,898
Southside,8/29/2020,146,19,13.013698630,98.648648649,19,148
Thomas Jefferson,8/29/2020,420,30,7.142857143,98.360655738,32,427
Three Rivers,8/29/2020,154,15,9.740259740,95.652173913,16,161
Unknown,8/29/2020,65,5,7.692307692,98.484848485,5,66
Virginia Beach,8/29/2020,750,44,5.866666667,97.150259067,47,772
West Piedmont,8/29/2020,123,25,20.325203252,95.348837209,25,129
Western Tidewater,8/29/2020,265,26,9.811320755,96.715328467,27,274
Alexandria,8/30/2020,243,8,3.292181070,92.395437262,12,263
Alleghany,8/30/2020,68,6,8.823529412,83.950617284,6,81
Arlington,8/30/2020,369,10,2.710027100,95.595854922,12,386
Central Shenandoah,8/30/2020,425,42,9.882352941,98.837209302,43,430
Central Virginia,8/30/2020,596,24,4.026845638,99.499165275,24,599
Chesapeake,8/30/2020,257,21,8.171206226,97.718631179,22,263
Chesterfield,8/30/2020,331,19,5.740181269,87.798408488,24,377
Chickahominy,8/30/2020,159,9,5.660377358,89.325842697,13,178
Crater,8/30/2020,226,25,11.061946903,95.358649789,26,237
Cumberland Plateau,8/30/2020,49,4,8.163265306,94.230769231,4,52
Eastern Shore,8/30/2020,34,3,8.823529412,91.891891892,3,37
Fairfax,8/30/2020,1502,78,5.193075899,92.317148125,92,1627
Hampton,8/30/2020,112,13,11.607142857,97.391304348,15,115
Henrico,8/30/2020,390,25,6.410256410,87.248322148,35,447
Lenowisco,8/30/2020,80,11,13.75,95.238095238,15,84
Lord Fairfax,8/30/2020,316,5,1.582278481,96.636085627,8,327
Loudoun,8/30/2020,418,36,8.612440191,90.476190476,46,462
Mount Rogers,8/30/2020,214,21,9.813084112,98.165137615,21,218
New River,8/30/2020,92,13,14.130434783,84.403669725,13,109
Norfolk,8/30/2020,303,38,12.541254125,98.376623377,38,308
Out of State,8/30/2020,380,27,7.105263158,98.958333333,27,384
Peninsula,8/30/2020,400,47,11.75,97.560975610,48,410
Piedmont,8/30/2020,114,9,7.894736842,96.610169492,9,118
Pittsylvania-Danville,8/30/2020,107,5,4.672897196,97.272727273,5,110
Portsmouth,8/30/2020,123,11,8.943089431,100,11,123
Prince William,8/30/2020,604,45,7.450331126,94.375,53,640
Rappahannock,8/30/2020,391,24,6.138107417,96.068796069,25,407
Rappahannock Rapidan,8/30/2020,169,11,6.508875740,89.893617021,23,188
Richmond,8/30/2020,228,7,3.070175439,88.715953307,7,257
Roanoke,8/30/2020,455,18,3.956043956,98.484848485,18,462
